rID,genes,ec,reaction,kegg,reaction_form,Pathway,evid/relia,comment 
R648,sll1945,2.2.1.7,Pyruvate_[cyt] + D-Glyceraldehyde 3-phosphate_[cyt] => 1-Deoxy-D-xylulose 5-phosphate_[cyt] + CO2_[cyt],R05636,C00022_[cyt] + C00118_[cyt] => C11437_[cyt] + C00011_[cyt],Terpenoids,A,
R649,sll0019,1.1.1.267,2-C-Methyl-D-erythritol 4-phosphate_[cyt] + NADP+_[cyt] <= 1-Deoxy-D-xylulose 5-phosphate_[cyt] + NADPH_[cyt] + H+_[cyt],R05688,C11434_[cyt] + C00006_[cyt] <= C11437_[cyt] + C00005_[cyt] + C00080_[cyt],Terpenoids,A,
R650,slr0951,2.7.7.60,2-C-Methyl-D-erythritol 4-phosphate_[cyt] + CTP_[cyt] => 4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol_[cyt] + Diphosphate_[cyt],R05633,C11434_[cyt] + C00063_[cyt] => C11435_[cyt] + C00013_[cyt],Terpenoids,A,
R651,sll0711,2.7.1.148,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol_[cyt] + ATP_[cyt] <=> 2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol_[cyt] + ADP_[cyt],R05634,C11435_[cyt] + C00002_[cyt] => C11436_[cyt] + C00008_[cyt],Terpenoids,A,
R652,slr1542,4.6.1.12,"2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol_[cyt] => 2-C-Methyl-D-erythritol 2,4-cyclodiphosphate_[cyt] + CMP_[cyt]",R05637,C11436_[cyt] => C11453_[cyt] + C00055_[cyt],Terpenoids,A,
R653,slr2136,1.17.7.1,"2-C-Methyl-D-erythritol 2,4-cyclodiphosphate_[cyt] + 2 Reduced ferredoxin_[cyt] + 2 H+_[cyt] => 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_[cyt] + H2O_[cyt] + 2 Oxidized ferredoxin_[cyt]",R08689,C11453_[cyt] + 2 C00138_[cyt] + 2 C00080_[cyt] => C11811_[cyt] + C00001_[cyt] + 2 C00139_[cyt],Terpenoids,A,
R654,slr0348,1.17.1.2,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_[cyt] + NADPH_[cyt] + H+_[cyt] => Isopentenyl diphosphate_[cyt] + NADP+_[cyt] + H2O_[cyt],R05884,C11811_[cyt] + C00005_[cyt] + C00080_[cyt] => C00129_[cyt] + C00006_[cyt] + C00001_[cyt],Terpenoids,A,
R655,slr0348,1.17.1.2,Dimethylallyl diphosphate_[cyt] + NADP+_[cyt] + H2O_[cyt] <= 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_[cyt] + NADPH_[cyt] + H+_[cyt],R07219,C00235_[cyt] + C00006_[cyt] + C00001_[cyt] <= C11811_[cyt] + C00005_[cyt] + C00080_[cyt],Terpenoids,A,
R656,sll1556,5.3.3.2,Isopentenyl diphosphate_[cyt] <=> Dimethylallyl diphosphate_[cyt],R01123,C00129_[cyt] <=> C00235_[cyt],Terpenoids,A,
R657,slr0739,2.5.1.1,Dimethylallyl diphosphate_[cyt] + Isopentenyl diphosphate_[cyt] => Diphosphate_[cyt] + Geranyl diphosphate_[cyt],R01658,C00235_[cyt] + C00129_[cyt] => C00013_[cyt] + C00341_[cyt],Terpenoids,A,
R658,slr0739,2.5.1.10,"Geranyl diphosphate_[cyt] + Isopentenyl diphosphate_[cyt] => Diphosphate_[cyt] + trans,trans-Farnesyl diphosphate_[cyt]",R02003,C00341_[cyt] + C00129_[cyt] => C00013_[cyt] + C00448_[cyt],Terpenoids,A,
R659,slr0739,2.5.1.29,"trans,trans-Farnesyl diphosphate_[cyt] + Isopentenyl diphosphate_[cyt] => Diphosphate_[cyt] + Geranylgeranyl diphosphate_[cyt]",R02061,C00448_[cyt] + C00129_[cyt] => C00013_[cyt] + C00353_[cyt],Terpenoids,A,
R660,sll0506,2.5.1.31,"trans,trans-Farnesyl diphosphate_[cyt] + 8 Isopentenyl diphosphate_[cyt] => di-trans,poly-cis-Undecaprenyl diphosphate_[cyt] + 8 Diphosphate_[cyt]",R06447,C00448_[cyt] + 8 C00129_[cyt] => C04574_[cyt] + 8 C00013_[cyt],Terpenoids,A,
R661,sll1091,1.3.1.83,Geranylgeranyl diphosphate_[cyt] + 3 H+_[cyt] + 3 NADPH_[cyt] => Phytyl diphosphate_[cyt] + 3 NADP+_[cyt],R02063,C00353_[cyt] + 3 C00080_[cyt] + 3 C00005_[cyt] => C05427_[cyt] + 3 C00006_[cyt],Terpenoids,A,
R662,slr0611,2.5.1.84,Geranyl diphosphate_[cyt] + 7 Isopentenyl diphosphate_[cyt] => all-trans-Nonaprenyl diphosphate_[cyt] + 7 Diphosphate_[cyt],R09250,C00341_[cyt] + 7 C00129_[cyt] => C04145_[cyt] + 7 C00013_[cyt],Terpenoids,A,
R663,slr0611,2.5.1.85,Geranylgeranyl diphosphate_[cyt] + 5 Isopentenyl diphosphate_[cyt] => all-trans-Nonaprenyl diphosphate_[cyt] + 5 Diphosphate_[cyt],R09251,C00353_[cyt] + 5 C00129_[cyt] => C04145_[cyt] + 5 C00013_[cyt],Terpenoids,A,
R664,slr0118,-,Aminoimidazole ribotide_[cyt] + S-Adenosyl-L-methionine_[cyt] <=> 4-Amino-2-methyl-5-phosphomethylpyrimidine_[cyt] + L-Methionine_[cyt] + 5'-Deoxyadenosine_[cyt] + Formate_[cyt] + Carbon monoxide_[cyt],-,C03373_[cyt] + C00019_[cyt] <=> C04556_[cyt] + C00073_[cyt] + C05198_[cyt] + C00058_[cyt] + C00237_[cyt],Thiamine pyrophosphate,D,"ThiC, ThiD not annotated, combined reaction"
R665,-,-,ATP_[cyt] + 4-Amino-2-methyl-5-phosphomethylpyrimidine_[cyt] => ADP_[cyt] + 2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate_[cyt],-,C00002_[cyt] + C04556_[cyt] => C00008_[cyt] + C04752_[cyt],Thiamine pyrophosphate,E,No genes could be identified
R666,"ssr0102, slr0633",-,L-Cysteine_[cyt] + ATP_[cyt] + 1-Deoxy-D-xylulose 5-phosphate_[cyt] + L-Tyrosine_[cyt] + S-Adenosyl-L-methionine_[cyt] + NADPH_[cyt] + 3 H+_[cyt] => 4-Methyl-5-(2-phosphoethyl)-thiazole_[cyt] + Diphosphate_[cyt] + L-Methionine_[cyt] + L-Alanine_[cyt] + 4-,R07464,C00097_[cyt] + C00002_[cyt] + C11437_[cyt] + C00082_[cyt] + C00019_[cyt] + C00005_[cyt] + 3 C00080_[cyt] => C04327_[cyt] + C00013_[cyt] + C00073_[cyt] + C00041_[cyt] + C01468_[cyt] + C05198_[cyt] + C00011_[cyt] + 2 C00001_[cyt] + C00020_[cyt] + C00006_[cyt],Thiamine pyrophosphate,D,"BLAST search: ssr0102 identity 68 %, score 98,  E-value 2e-22 to ThiS from Nostoc punctiforme ATCC 29133, combined reaction with ThiG, single steps are unknow or poorly analyzed"
R667,sll0635,2.5.1.3,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate_[cyt] + 4-Methyl-5-(2-phosphoethyl)-thiazole_[cyt] + H+_[cyt] => Diphosphate_[cyt] + Thiamin monophosphate_[cyt],R03223,C04752_[cyt] + C04327_[cyt] + C00080_[cyt] => C00013_[cyt] + C01081_[cyt],Thiamine pyrophosphate,A,
R668,slr1787,2.7.4.16,ATP_[cyt] + Thiamin monophosphate_[cyt] => ADP_[cyt] + Thiamin diphosphate_[cyt],R00617,C00002_[cyt] + C01081_[cyt] => C00008_[cyt] + C00068_[cyt],Thiamine pyrophosphate,A,
R669,-,-,1 H+_[ext] <=> 1 H+_[cyt],-,C00080_[ext] <=> C00080_[cyt],Transport,-,Protoninterexchange
R670,-,-,1 Oxygen_[ext] <=> 1 Oxygen_[cyt],-,C00007_[ext] <=> C00007_[cyt],Transport,-,Oxygeninterexchange
R671,-,-,1 CO2_[cyt] => 1 CO2_[ext],-,C00011_[cyt] => C00011_[ext],Transport,-,CO2Release
R672,slr2057,-,1 H2O_[ext] <=> 1 H2O_[cyt],-,C00001_[ext] <=> C00001_[cyt],Transport,A,
R673,"slr0040, slr0041, slr0043, slr0044",-,1 HCO3-_[ext] + 1 ATP_[cyt] + H2O_[cyt] => 1 HCO3-_[cyt] + 1 ADP_[cyt] + Orthophosphate_[cyt],-,C00288_[ext] + C00002_[cyt] + C00001_[cyt] => C00288_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R674,slr1512,-,Na+_[ext] + HCO3-_[ext] => Na+_[cyt] + HCO3-_[cyt],-,C00288_[ext] + C01330_[ext] => C00288_[cyt] + C01330_[cyt],Transport,A,Shibata et al. 2002
R675,sll0834,-,Na+_[ext] + HCO3-_[ext] => Na+_[cyt] + HCO3-_[cyt],-,C00288_[ext] + C01330_[ext] => C00288_[cyt] + C01330_[cyt],Transport,A,Price et al. 2004
R676,sll0771,-,H+_[ext] + D-Glucose_[ext] => H+_[cyt] + D-Glucose_[cyt],-,C00080_[ext] + C00031_[ext] => C00080_[cyt] + C00031_[cyt],Transport,A,
R677,"sll1270, slr1735",3.6.3.-,ATP_[cyt] + H2O_[cyt] + L-Glutamine_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + L-Glutamine_[cyt],-,C00064_[ext] + C00002_[cyt] + C00001_[cyt] => C00064_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,Quintero et al. 2001
R678,"sll1270, slr1735",3.6.3.-,ATP_[cyt] + H2O_[cyt] + L-Arginine_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + L-Arginine_[cyt],-,C00062_[ext] + C00002_[cyt] + C00001_[cyt] => C00062_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,Quintero et al. 2001
R679,"sll1102, sll1103, sll1104",-,Na+_[ext] + L-Glutamate_[ext] => Na+_[cyt] + L-Glutamate_[cyt],-,C00025_[ext] + C01330_[ext] => C00025_[cyt] + C01330_[cyt],Transport,A,Quintero et al. 2001
R680,slr1145,-,Na+_[ext] + L-Glutamate_[ext] => Na+_[cyt] + L-Glutamate_[cyt],-,C00025_[ext] + C01330_[ext] => C00025_[cyt] + C01330_[cyt],Transport,A,Quintero et al. 2001
R681,"slr0467, slr0559, sll0146, slr0949, slr1881",-,ATP_[cyt] + H2O_[cyt] + L-Histidine_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + L-Histidine_[cyt],-,C00135_[ext] + C00002_[cyt] + C00001_[cyt] => C00135_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R682,"slr0447, slr1200, slr1201, sll0764, sll0374",-,ATP_[cyt] + H2O_[cyt] + Urea_[ext] => ADP_[cyt] + Urea_[cyt] + Orthophosphate_[cyt],-,C00002_[cyt] + C00001_[cyt] + C00086_[ext] => C00008_[cyt] + C00009_[cyt] + C00086_[cyt],Transport,A,
R683,"sll0473, sll1080, sll1081, sll1082",-,ATP_[cyt] + H2O_[cyt] + Nitrate_[ext] => ADP_[cyt] + Nitrate_[cyt] + Orthophosphate_[cyt],-,C00002_[cyt] + C00001_[cyt] + C00244_[ext] => C00008_[cyt] + C00009_[cyt] + C00244_[cyt],Transport,A,
R684,"sll1450, sll1451, sll1452, sll1453",-,ATP_[cyt] + H2O_[cyt] + Nitrate_[ext] => ADP_[cyt] + Nitrate_[cyt] + Orthophosphate_[cyt],-,C00002_[cyt] + C00001_[cyt] + C00244_[ext] => C00008_[cyt] + C00009_[cyt] + C00244_[cyt],Transport,A,Flores et al.2005
R685,sll0108,-,NH4+_[ext] => NH4+_[cyt],-,C01342_[ext] => C01342_[cyt],Transport,A,Siewe et al. 1996
R686,sll0537,-,NH4+_[ext] => NH4+_[cyt],-,C01342_[ext] => C01342_[cyt],Transport,A,Siewe et al. 1996
R687,sll1017,-,NH4+_[ext] => NH4+_[cyt],-,C01342_[ext] => C01342_[cyt],Transport,A,Siewe et al. 1996
R688,"slr1452, slr1453, slr1454, slr1455",3.6.3.25,ATP_[cyt] + H2O_[cyt] + Sulfate_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Sulfate_[cyt],R00086,C00002_[cyt] + C00001_[cyt] + C00059_[ext] => C00008_[cyt] + C00009_[cyt] + C00059_[cyt],Transport,A,
R689,slr0096,-,Sulfate_[ext] => Sulfate_[cyt],-,C00059_[ext] => C00059_[cyt],Transport,A,
R690,"sll0540, sll0679, sll0680, sll0681, sll0682, sll0683, sll0684",3.6.3.27,ATP_[cyt] + H2O_[cyt] + Orthophosphate_[ext] => ADP_[cyt] + 2 Orthophosphate_[cyt],-,C00002_[cyt] + C00001_[cyt] + C00009_[ext] => C00008_[cyt] + 2 C00009_[cyt],Transport,A,Suzuki et al. 2004
R691,"slr1247, slr1248, slr1249, slr1250",3.6.3.27,ATP_[cyt] + H2O_[cyt] + Orthophosphate_[ext] => ADP_[cyt] + 2 Orthophosphate_[cyt],-,C00002_[cyt] + C00001_[cyt] + C00009_[ext] => C00008_[cyt] + 2 C00009_[cyt],Transport,A,Suzuki et al. 2004
R692,"slr1316, slr1317, slr1318, slr1319, sll1202, slr1491, slr1492",3.6.3.34,ATP_[cyt] + H2O_[cyt] + Iron chelate_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Iron chelate_[cyt],-,C06704_[ext] + C00002_[cyt] + C00001_[cyt] => C06704_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R693,"sll1598, sll1599, sll1600",-,ATP_[cyt] + H2O_[cyt] + Manganese_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Manganese_[cyt],-,C00034_[ext] + C00002_[cyt] + C00001_[cyt] => C00034_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R694,"slr1728, slr1729, slr1730, slr1731",3.6.3.12,ATP_[cyt] + H2O_[cyt] + K+_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + K+_[cyt],-,C00238_[ext] + C00002_[cyt] + C00001_[cyt] => C00238_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R695,"sll0493, slr1508, slr1509",-,K+_[ext] + Na+_[cyt] => Na+_[ext] + K+_[cyt],-,C00238_[ext] + C01330_[cyt] => C00238_[cyt] + C01330_[ext],Transport,A,Matsuda et al. 2004
R696,slr0798,3.6.3.-,ATP_[cyt] + H2O_[cyt] + Zn2+_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Zn2+_[cyt],-,C00038_[ext] + C00002_[cyt] + C00001_[cyt] => C00038_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R697,"slr2043, slr2044, slr2045",3.6.3.-,ATP_[cyt] + H2O_[cyt] + Zn2+_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Zn2+_[cyt],-,C00038_[ext] + C00002_[cyt] + C00001_[cyt] => C00038_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R698,"sll0383, sll0384, sll0385, slr1978, sll1623, slr0354",-,ATP_[cyt] + H2O_[cyt] + Nickel_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Nickel_[cyt],-,C00291_[ext] + C00002_[cyt] + C00001_[cyt] => C00291_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R699,"sll0383, sll0384, sll0385, slr1978, sll1623, slr0354",-,ATP_[cyt] + H2O_[cyt] + Co2+_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Co2+_[cyt],-,C00175_[ext] + C00002_[cyt] + C00001_[cyt] => C00175_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R700,slr0797,-,ATP_[cyt] + H2O_[cyt] + Co2+_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Co2+_[cyt],-,C00175_[ext] + C00002_[cyt] + C00001_[cyt] => C00175_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R701,slr1392,-,GTP_[cyt] + H2O_[cyt] + Fe2+_[ext] => GDP_[cyt] + Orthophosphate_[cyt] + Fe2+_[cyt],-,C14818_[ext] + C00044_[cyt] + C00001_[cyt] => C14818_[cyt] + C00035_[cyt] + C00009_[cyt],Transport,A,Katoh et al. 2001
R702,sll0507,-,Magnesium_[ext] => Magnesium_[cyt],-,C00305_[ext] => C00305_[cyt],Transport,A,
R703,sll0671,-,Magnesium_[ext] => Magnesium_[cyt],-,C00305_[ext] => C00305_[cyt],Transport,A,
R704,"slr0014, slr1216",-,ATP_[cyt] + H2O_[cyt] + Magnesium_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Magnesium_[cyt],-,C00305_[ext] + C00002_[cyt] + C00001_[cyt] => C00305_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R705,sll0672,3.6.3.8,ATP_[cyt] + H2O_[cyt] + Ca2+_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Ca2+_[cyt],-,C00076_[ext] + C00002_[cyt] + C00001_[cyt] => C00076_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R706,slr1336,-,Ca2+_[ext] + H+_[cyt] <=> H+_[ext] + Ca2+_[cyt],-,C00080_[cyt] + C00076_[ext] <=> C00080_[ext] + C00076_[cyt],Transport,A,
R707,sll0273,-,Na+_[ext] + H+_[cyt] <=> H+_[ext] + Na+_[cyt],-,C00080_[cyt] + C01330_[ext] <=> C00080_[ext] + C01330_[cyt],Transport,A,
R708,sll1920,3.6.3.4,ATP_[cyt] + H2O_[cyt] + Cu2+_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Cu2+_[cyt],-,C00070_[ext] + C00002_[cyt] + C00001_[cyt] => C00070_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R709,"sll0738, sll0739",3.6.3.29,1 Molybdate_[ext] + 1 ATP_[cyt] + H2O_[cyt] => 1 Molybdate_[cyt] + 1 ADP_[cyt] + Orthophosphate_[cyt],-,C06232_[ext] + C00002_[cyt] + C00001_[cyt] => C06232_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R710,"sll0237, sll0238, sll0240",3.6.3.30,ATP_[cyt] + H2O_[cyt] + Fe3+_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Fe3+_[cyt],-,C14819_[ext] + C00002_[cyt] + C00001_[cyt] => C14819_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R711,"slr1295, slr0513, slr0327, sll1878",3.6.3.30,ATP_[cyt] + H2O_[cyt] + Fe3+_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Fe3+_[cyt],-,C14819_[ext] + C00002_[cyt] + C00001_[cyt] => C14819_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,A,
R712,slr0401,-,ATP_[cyt] + H2O_[cyt] + Putrescine_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Putrescine_[cyt],-,C00134_[ext] + C00002_[cyt] + C00001_[cyt] => C00134_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,B,Raksajit et al. 2009; Brandt et al. 2010
R713,slr0401,-,ATP_[cyt] + H2O_[cyt] + Spermidine_[ext] => ADP_[cyt] + Orthophosphate_[cyt] + Spermidine_[cyt],-,C00315_[ext] + C00002_[cyt] + C00001_[cyt] => C00315_[cyt] + C00008_[cyt] + C00009_[cyt],Transport,B,Raksajit et al. 2009; Brandt et al. 2010
R714,-,-,5-Deoxy-D-ribose_[cyt] => 5-Deoxy-D-ribose_[ext],-,E19_[cyt] => E19_[ext],Transport,-,Sink for 5-Deoxy-D-ribose
R715,-,-,S-Methyl-5-thio-D-ribulose 1-phosphate_[cyt] => S-Methyl-5-thio-D-ribulose 1-phosphate_[ext],-,C04582_[cyt] => C04582_[ext],Transport,-,Sink for S-Methyl-5-thio-D-ribulose 1-phosphate
R716,-,-,4-Methylphenol_[cyt] => 4-Methylphenol_[ext],-,C01468_[cyt] => C01468_[ext],Transport,-,Sink for 4-Methylphenol
R717,-,-,Carbon monoxide_[cyt] => Carbon monoxide_[ext],-,C00237_[cyt] => C00237_[ext],Transport,-,Sink for Carbon monoxide
R718,-,-,H+_[cyt] <=> H+_[cax],-,C00080_[cyt] <=> C00080_[cax],Transport,-,Exchange cytosol <-> carboxysome
R719,-,-,Oxygen_[cyt] => Oxygen_[cax],-,C00007_[cyt] => C00007_[cax],Transport,-,Exchange cytosol <-> carboxysome
R720,-,-,HCO3-_[cyt] => HCO3-_[cax],-,C00288_[cyt] => C00288_[cax],Transport,-,Exchange cytosol <-> carboxysome
R721,-,-,"D-Ribulose 1,5-bisphosphate_[cyt] => D-Ribulose 1,5-bisphosphate_[cax]",-,C01182_[cyt] => C01182_[cax],Transport,-,Exchange cytosol <-> carboxysome
R722,-,-,3-Phospho-D-glycerate_[cax] => 3-Phospho-D-glycerate_[cyt],-,C00197_[cax] => C00197_[cyt],Transport,-,Exchange cytosol <-> carboxysome
R723,-,-,2-Phosphoglycolate_[cax] => 2-Phosphoglycolate_[cyt],-,C00988_[cax] => C00988_[cyt],Transport,-,Exchange cytosol <-> carboxysome
R724,slr2057,-,1 H2O_[cyt] <=> 1 H2O_[tll],-,C00001_[cyt] <=> C00001_[tll],Transport,-,Exchange cytosol <-> thylakoid
R725,-,-,1 Oxygen_[tll] <=> Oxygen_[cyt],-,C00007_[tll] <=> C00007_[cyt],Transport,-,Exchange cytosol <-> thylakoid
R726,-,-,1 Plastoquinone-9_[cyt] => Plastoquinone-9_[tlm],-,C10385_[cyt] => C10385_[tlm],Transport,-,Exchange cytosol <-> thylakoid
R727,slr2057,-,1 H2O_[pps] <=> 1 H2O_[cyt],-,C00001_[pps] <=> C00001_[cyt],Transport,-,Exchange cytosol <-> periplasmatic space
R728,-,-,1 Oxygen_[pps] <=> 1 Oxygen_[cyt],-,C00007_[pps] <=> C00007_[cyt],Transport,-,Exchange cytosol <-> periplasmatic space
R729,-,-,1 Plastoquinone-9_[cyt] => Plastoquinone-9_[cym],-,C10385_[cyt] => C10385_[cym],Transport,-,Exchange cytosol <-> periplasmatic space
R730,-,1.2.1.72,D-Erythrose 4-phosphate_[cyt] + NAD+_[cyt] + H2O_[cyt] => 4-Phospho-D-erythronate_[cyt] + NADH_[cyt] + H+_[cyt],R01825,C00279_[cyt] + C00003_[cyt] + C00001_[cyt] => C03393_[cyt] + C00004_[cyt] + C00080_[cyt],Vitamin B6,E,No genes could be identified; Mittenhuber 2001
R731,-,1.1.1.290,4-Phospho-D-erythronate_[cyt] + NAD+_[cyt] => 2-Oxo-3-hydroxy-4-phosphobutanoate_[cyt] + NADH_[cyt] + H+_[cyt],R04210,C03393_[cyt] + C00003_[cyt] => C06054_[cyt] + C00004_[cyt] + C00080_[cyt],Vitamin B6,E,No genes could be identified; Mittenhuber 2001
R732,-,2.6.1.52,O-Phospho-4-hydroxy-L-threonine_[cyt] + 2-Oxoglutarate_[cyt] <=> 2-Oxo-3-hydroxy-4-phosphobutanoate_[cyt] + L-Glutamate_[cyt],R05085,C06055_[cyt] + C00026_[cyt] <=> C06054_[cyt] + C00025_[cyt],Vitamin B6,E,No genes could be identified; Mittenhuber 2001
R733,sll0660,1.1.1.262,O-Phospho-4-hydroxy-L-threonine_[cyt] + NAD+_[cyt] => 2-Amino-3-oxo-4-phosphonooxybutyrate_[cyt] + NADH_[cyt] + H+_[cyt],R05681,C06055_[cyt] + C00003_[cyt] => C07335_[cyt] + C00004_[cyt] + C00080_[cyt],Vitamin B6,A,
R734,-,-,2-Amino-3-oxo-4-phosphonooxybutyrate_[cyt] => 3-Amino-2-oxopropyl phosphate_[cyt] + CO2_[cyt],R07406,C07335_[cyt] => C11638_[cyt] + C00011_[cyt],Vitamin B6,A,spontaneous
R735,slr1779,2.6.99.2,3-Amino-2-oxopropyl phosphate_[cyt] + 1-Deoxy-D-xylulose 5-phosphate_[cyt] => Pyridoxine phosphate_[cyt] + Orthophosphate_[cyt] + 2 H2O_[cyt],R05838,C11638_[cyt] + C11437_[cyt] <=> C00627_[cyt] + C00009_[cyt] + 2 C00001_[cyt],Vitamin B6,A,
R736,sll1440,1.4.3.5,Pyridoxine phosphate_[cyt] + Oxygen_[cyt] <=> Hydrogen peroxide_[cyt] + Pyridoxal phosphate_[cyt],R00278,C00627_[cyt] + C00007_[cyt] <=> C00027_[cyt] + C00018_[cyt],Vitamin B6,A,
R737,sll0378,2.1.1.107,2 S-Adenosyl-L-methionine_[cyt] + Uroporphyrinogen III_[cyt] => 2 S-Adenosyl-L-homocysteine_[cyt] + Precorrin 2_[cyt],R03194,2 C00019_[cyt] + C01051_[cyt] => 2 C00021_[cyt] + C02463_[cyt],Vitamin B12,A,
R738,slr1879,2.1.1.130,S-Adenosyl-L-methionine_[cyt] + Precorrin 2_[cyt] => S-Adenosyl-L-homocysteine_[cyt] + Precorrin 3A_[cyt],R03948,C00019_[cyt] + C02463_[cyt] => C00021_[cyt] + C05772_[cyt],Vitamin B12,A,
R739,-,1.14.13.83,Precorrin 3A_[cyt] + Oxygen_[cyt] + NADH_[cyt] + H+_[cyt] => Precorrin 3B_[cyt] + NAD+_[cyt] + H2O_[cyt],R05217,C05772_[cyt] + C00007_[cyt] + C00004_[cyt] + C00080_[cyt] => C06406_[cyt] + C00003_[cyt] + C00001_[cyt],Vitamin B12,E,No genes could be identified for a Precorrin-3B synthase; Rodionov et al. 2003
R740,slr0969,2.1.1.131,S-Adenosyl-L-methionine_[cyt] + Precorrin 3B_[cyt] => S-Adenosyl-L-homocysteine_[cyt] + Precorrin 4_[cyt],R05180,C00019_[cyt] + C06406_[cyt] => C00021_[cyt] + C06407_[cyt],Vitamin B12,A,
R741,slr0239,2.1.1.133,S-Adenosyl-L-methionine_[cyt] + Precorrin 4_[cyt] => S-Adenosyl-L-homocysteine_[cyt] + Precorrin 5_[cyt],R05181,C00019_[cyt] + C06407_[cyt] => C00021_[cyt] + C06416_[cyt],Vitamin B12,A,
R742,slr1538,2.1.1.152,Precorrin 6X_[cyt] + Acetate_[cyt] + S-Adenosyl-L-homocysteine_[cyt] <= Precorrin 5_[cyt] + S-Adenosyl-L-methionine_[cyt] + H2O_[cyt],R05219,C06320_[cyt] + C00033_[cyt] + C00021_[cyt] <= C06416_[cyt] + C00019_[cyt] + C00001_[cyt],Vitamin B12,C,"BLAST search: identity 57.1 %, score 356, E-value e-104 to Cobalt-precorrin-6A synthase from Trichodesmium erythraeum IMS101 cobF"
R743,slr0252,1.3.1.54,Precorrin 6Y_[cyt] + NADP+_[cyt] <=> Precorrin 6X_[cyt] + NADPH_[cyt] + H+_[cyt],R05150,C06319_[cyt] + C00006_[cyt] <=> C06320_[cyt] + C00005_[cyt] + C00080_[cyt],Vitamin B12,A,
R744,sll0099,2.1.1.132,2 S-Adenosyl-L-methionine_[cyt] + Precorrin 6Y_[cyt] => 2 S-Adenosyl-L-homocysteine_[cyt] + Precorrin 8X_[cyt] + CO2_[cyt],R05149,2 C00019_[cyt] + C06319_[cyt] => 2 C00021_[cyt] + C06408_[cyt] + C00011_[cyt],Vitamin B12,A,
R745,slr1368,2.1.1.132,2 S-Adenosyl-L-methionine_[cyt] + Precorrin 6Y_[cyt] => 2 S-Adenosyl-L-homocysteine_[cyt] + Precorrin 8X_[cyt] + CO2_[cyt],R05149,2 C00019_[cyt] + C06319_[cyt] => 2 C00021_[cyt] + C06408_[cyt] + C00011_[cyt],Vitamin B12,A,
R746,sll0794,5.4.1.2,Precorrin 8X_[cyt] <=> Hydrogenobyrinate_[cyt],R05177,C06408_[cyt] <=> C06399_[cyt],Vitamin B12,A,
R747,sll0916,5.4.1.2,Precorrin 8X_[cyt] <=> Hydrogenobyrinate_[cyt],R05177,C06408_[cyt] <=> C06399_[cyt],Vitamin B12,A,
R748,slr1467,5.4.1.2,Precorrin 8X_[cyt] <=> Hydrogenobyrinate_[cyt],R05177,C06408_[cyt] <=> C06399_[cyt],Vitamin B12,A,
